enrollee_id,city,city_dev_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,looking_for_job_change,split,experience_numeric,last_new_job_numeric,job_change_label
641,city_103,0.92,Male,Yes,no_enrollment,Graduate,Arts,1,500-999,Unknown,1,154,0,train,1,1,Not Looking
15003,city_103,0.92,Male,No,no_enrollment,Phd,STEM,11,1000-4999,Pvt Ltd,2,51,0,train,11,2,Not Looking
16383,city_24,0.698,Unknown,Yes,no_enrollment,Masters,STEM,9,500-999,Pvt Ltd,>4,78,1,train,9,5,Looking
22503,city_21,0.624,Unknown,Yes,Full time course,Graduate,STEM,3,Unknown,Unknown,Unknown,72,0,train,3,NA,Not Looking
2839,city_114,0.926,Male,Yes,Full time course,Masters,STEM,16,5000-9999,Public Sector,2,8,0,train,16,2,Not Looking
2948,city_16,0.91,Male,Yes,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,52,0,train,15,2,Not Looking
18743,city_69,0.856,Male,No,Full time course,Graduate,STEM,<1,Unknown,Unknown,1,58,0,train,0.5,1,Not Looking
23264,city_61,0.913,Male,No,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,4,78,0,train,21,4,Not Looking
2571,city_136,0.897,Male,Yes,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,11,0,train,5,1,Not Looking
7746,city_21,0.624,Unknown,Yes,no_enrollment,Masters,STEM,7,50-99,Unknown,2,20,0,train,7,2,Not Looking
29170,city_103,0.92,Male,Yes,no_enrollment,Unknown,Unknown,16,1000-4999,Pvt Ltd,>4,22,0,train,16,5,Not Looking
15260,city_73,0.754,Male,No,no_enrollment,Primary School,Unknown,10,Unknown,Unknown,never,15,0,train,10,0,Not Looking
30714,city_160,0.92,Male,Yes,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,64,0,train,3,1,Not Looking
32332,city_136,0.897,Male,Yes,no_enrollment,Graduate,STEM,18,Unknown,Unknown,>4,98,0,train,18,5,Not Looking
3199,city_103,0.92,Male,No,no_enrollment,Masters,Humanities,10,1000-4999,NGO,3,16,0,train,10,3,Not Looking
4887,city_61,0.913,Male,Yes,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,56,0,train,21,5,Not Looking
10475,city_160,0.92,Male,Yes,Full time course,Graduate,STEM,3,5000-9999,Pvt Ltd,1,114,0,train,3,1,Not Looking
22059,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,1,43,0,train,16,1,Not Looking
11979,city_157,0.769,Male,No,no_enrollment,Graduate,STEM,7,Unknown,Unknown,2,104,1,train,7,2,Looking
14007,city_41,0.8270000000000001,Male,Yes,no_enrollment,Graduate,STEM,16,100-500,NGO,1,17,1,train,16,1,Looking
1156,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,12,NA,Pvt Ltd,never,25,0,train,12,0,Not Looking
422,city_134,0.698,Unknown,No,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,18,0,train,21,5,Not Looking
29972,city_13,0.8270000000000001,Male,Yes,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,69,0,train,5,1,Not Looking
20452,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,16,1000-4999,Public Sector,4,10,0,train,16,4,Not Looking
3860,city_23,0.899,Male,Yes,Part time course,Graduate,STEM,7,Unknown,Unknown,2,31,1,train,7,2,Looking
12519,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,1,44,0,train,20,1,Not Looking
1801,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,65,0,train,7,1,Not Looking
8017,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,26,0,train,14,1,Not Looking
17889,city_21,0.624,Unknown,No,Full time course,High School,Unknown,2,Unknown,Unknown,never,42,0,train,2,0,Not Looking
16610,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,4,260,0,train,8,4,Not Looking
28473,city_16,0.91,Male,No,no_enrollment,Primary School,Unknown,3,Unknown,Unknown,never,77,0,train,3,0,Not Looking
18646,city_102,0.804,Unknown,No,no_enrollment,Graduate,STEM,5,Unknown,Unknown,1,155,0,train,5,1,Not Looking
14954,city_83,0.923,Male,Yes,no_enrollment,Graduate,STEM,7,100-500,Unknown,1,47,0,train,7,1,Not Looking
26306,city_136,0.897,Male,Yes,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,3,9,1,train,21,3,Looking
4548,city_94,0.698,Male,Yes,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,40,0,train,7,1,Not Looking
29459,city_67,0.855,Unknown,Yes,no_enrollment,Masters,Other,5,1000-4999,Pvt Ltd,3,23,0,train,5,3,Not Looking
10674,city_100,0.887,Male,Yes,no_enrollment,Graduate,Arts,20,5000-9999,Pvt Ltd,1,26,0,train,20,1,Not Looking
26793,city_16,0.91,Unknown,No,no_enrollment,Graduate,STEM,2,50-99,Unknown,1,106,0,train,2,1,Not Looking
25043,city_16,0.91,Male,Yes,no_enrollment,Graduate,Other,>20,100-500,Pvt Ltd,4,95,0,train,21,4,Not Looking
13746,city_100,0.887,Male,Yes,no_enrollment,High School,Unknown,4,NA,Pvt Ltd,1,88,0,train,4,1,Not Looking
29573,city_10,0.895,Male,No,Full time course,Masters,Humanities,1,Unknown,Unknown,1,13,1,train,1,1,Looking
6770,city_21,0.624,Male,Yes,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,2,20,0,train,6,2,Not Looking
24592,city_71,0.884,Male,Yes,no_enrollment,Masters,STEM,19,NA,Pvt Ltd,2,167,0,train,19,2,Not Looking
28263,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,3,Unknown,Pvt Ltd,1,147,1,train,3,1,Looking
33018,city_176,0.764,Male,No,Full time course,Graduate,STEM,2,NA,Early Stage Startup,1,131,0,train,2,1,Not Looking
14990,city_16,0.91,Male,Yes,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,56,0,train,14,1,Not Looking
27585,city_21,0.624,Unknown,Yes,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1,112,0,train,4,1,Not Looking
33183,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,62,0,train,21,2,Not Looking
16878,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,1,90,0,train,16,1,Not Looking
12429,city_114,0.926,Female,No,Full time course,Graduate,STEM,5,5000-9999,Public Sector,1,110,0,train,5,1,Not Looking
13079,city_103,0.92,Unknown,No,no_enrollment,Masters,Humanities,>20,10000+,Public Sector,4,154,0,train,21,4,Not Looking
19433,city_21,0.624,Female,Yes,Unknown,Graduate,STEM,<1,500-999,Unknown,Unknown,79,1,train,0.5,NA,Looking
6497,city_75,0.939,Male,Yes,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,13,0,train,21,1,Not Looking
23378,city_21,0.624,Female,Yes,Full time course,Graduate,STEM,<1,50-99,Early Stage Startup,1,36,0,train,0.5,1,Not Looking
14839,city_73,0.754,Male,No,Part time course,Graduate,STEM,7,Unknown,Public Sector,1,9,1,train,7,1,Looking
21752,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,92,0,train,21,5,Not Looking
22411,city_21,0.624,Unknown,No,no_enrollment,Graduate,STEM,<1,10000+,Public Sector,1,190,1,train,0.5,1,Looking
18157,city_114,0.926,Male,Yes,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,2,15,0,train,10,2,Not Looking
26409,city_78,0.579,Male,Yes,Full time course,High School,Unknown,3,Unknown,Unknown,1,244,1,train,3,1,Looking
24450,city_71,0.884,Male,Yes,no_enrollment,Graduate,No Major,14,1000-4999,Pvt Ltd,1,96,0,train,14,1,Not Looking
27101,city_21,0.624,Male,No,Full time course,High School,Unknown,2,Unknown,Unknown,never,82,0,train,2,0,Not Looking
1655,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,22,0,train,9,5,Not Looking
4534,city_21,0.624,Male,Yes,Full time course,High School,Unknown,2,Unknown,Unknown,never,32,1,train,2,0,Looking
19740,city_90,0.698,Unknown,Yes,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,18,0,train,15,1,Not Looking
14390,city_74,0.579,Female,Yes,no_enrollment,Graduate,STEM,2,Unknown,Unknown,1,80,0,train,2,1,Not Looking
17635,city_103,0.92,Female,No,no_enrollment,Phd,Humanities,7,Unknown,Unknown,2,43,1,train,7,2,Looking
18564,city_33,0.4479999999999999,Unknown,No,Full time course,Graduate,STEM,4,Unknown,Public Sector,4,32,1,train,4,4,Looking
29462,city_103,0.92,Female,Yes,no_enrollment,Graduate,Humanities,5,<10,NGO,1,15,0,train,5,1,Not Looking
15563,city_114,0.926,Male,Yes,no_enrollment,Unknown,Unknown,5,<10,Pvt Ltd,3,84,0,train,5,3,Not Looking
29150,city_114,0.926,Female,No,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,never,104,0,train,4,0,Not Looking
25385,city_103,0.92,Unknown,Yes,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,24,0,train,21,1,Not Looking
26836,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,154,0,train,4,2,Not Looking
512,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,1,3,0,train,10,1,Not Looking
15114,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,21,0,train,10,1,Not Looking
16384,city_138,0.836,Male,Yes,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,2,14,0,train,9,2,Not Looking
20875,city_160,0.92,Male,Yes,no_enrollment,High School,Unknown,>20,Unknown,Unknown,2,11,0,train,21,2,Not Looking
3378,city_83,0.923,Male,Yes,no_enrollment,Masters,STEM,18,Unknown,Unknown,>4,31,0,train,18,5,Not Looking
17252,city_24,0.698,Male,No,no_enrollment,High School,Unknown,6,Unknown,Unknown,never,24,0,train,6,0,Not Looking
7593,city_103,0.92,Unknown,No,no_enrollment,Primary School,Unknown,5,Unknown,Unknown,never,25,0,train,5,0,Not Looking
14221,city_150,0.698,Male,Yes,no_enrollment,Phd,STEM,18,100-500,Public Sector,1,22,0,train,18,1,Not Looking
11309,city_103,0.92,Female,Yes,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,3,84,0,train,11,3,Not Looking
33286,city_21,0.624,Male,No,no_enrollment,Masters,STEM,2,500-999,Public Sector,1,75,1,train,2,1,Looking
5618,city_11,0.55,Male,Yes,Full time course,Graduate,STEM,4,Unknown,Unknown,4,51,0,train,4,4,Not Looking
21536,city_100,0.887,Male,Yes,no_enrollment,Masters,STEM,>20,Unknown,Unknown,2,10,0,train,21,2,Not Looking
23558,city_103,0.92,Male,No,Full time course,High School,Unknown,2,Unknown,Unknown,1,25,1,train,2,1,Looking
7418,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,3,94,1,train,21,3,Looking
11370,city_103,0.92,Unknown,Yes,no_enrollment,Graduate,Arts,>20,10000+,Pvt Ltd,1,10,1,train,21,1,Looking
32583,city_114,0.926,Male,No,no_enrollment,Masters,STEM,14,500-999,Pvt Ltd,1,23,0,train,14,1,Not Looking
22592,city_50,0.8959999999999999,Male,No,no_enrollment,Phd,STEM,>20,Unknown,NGO,1,48,0,train,21,1,Not Looking
2143,city_21,0.624,Male,Yes,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,3,77,1,train,15,3,Looking
31299,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,18,Unknown,Unknown,2,36,0,train,18,2,Not Looking
24872,city_21,0.624,Unknown,Yes,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,21,1,train,2,1,Looking
3870,city_117,0.698,Male,Yes,Full time course,Graduate,STEM,6,<10,Pvt Ltd,1,59,0,train,6,1,Not Looking
26994,city_83,0.923,Male,Yes,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,126,0,train,21,1,Not Looking
27532,city_103,0.92,Male,No,no_enrollment,High School,Unknown,4,Unknown,Unknown,never,29,0,train,4,0,Not Looking
14013,city_103,0.92,Unknown,No,Full time course,Masters,STEM,5,500-999,Public Sector,3,20,0,train,5,3,Not Looking
9750,city_21,0.624,Male,No,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,16,1,train,0.5,1,Looking
19563,city_114,0.926,Male,Yes,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,1,11,0,train,5,1,Not Looking
17216,city_65,0.802,Male,Yes,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,1,92,0,train,3,1,Not Looking
26538,city_162,0.767,Unknown,Yes,no_enrollment,Masters,STEM,<1,500-999,Pvt Ltd,1,89,0,train,0.5,1,Not Looking
30473,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1,48,1,train,8,1,Looking
28516,city_103,0.92,Male,Yes,no_enrollment,Graduate,Business Degree,3,100-500,NGO,2,34,1,train,3,2,Looking
31638,city_16,0.91,Male,Yes,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,44,0,train,21,5,Not Looking
8845,city_75,0.939,Male,Yes,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,14,0,train,21,1,Not Looking
19698,city_160,0.92,Male,No,no_enrollment,Graduate,STEM,6,NA,Early Stage Startup,1,34,0,train,6,1,Not Looking
1820,city_101,0.5579999999999999,Male,Yes,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,>4,142,0,train,13,5,Not Looking
15811,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,156,0,train,14,5,Not Looking
24097,city_114,0.926,Unknown,Yes,no_enrollment,Masters,STEM,17,<10,Pvt Ltd,1,14,0,train,17,1,Not Looking
7279,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,15,Unknown,Unknown,>4,89,1,train,15,5,Looking
21086,city_103,0.92,Unknown,Yes,no_enrollment,Masters,STEM,14,10000+,Public Sector,3,55,0,train,14,3,Not Looking
3523,city_160,0.92,Unknown,No,Full time course,High School,Unknown,7,Unknown,Unknown,2,12,0,train,7,2,Not Looking
8088,city_75,0.939,Female,No,Part time course,Graduate,STEM,9,Unknown,Unknown,never,9,1,train,9,0,Looking
384,city_103,0.92,Male,No,Full time course,Graduate,Other,9,1000-4999,Pvt Ltd,>4,102,0,train,9,5,Not Looking
6483,city_18,0.8240000000000001,Unknown,Yes,no_enrollment,Graduate,STEM,4,500-999,Public Sector,1,24,0,train,4,1,Not Looking
14367,city_128,0.527,Unknown,No,no_enrollment,Graduate,STEM,4,Unknown,Unknown,3,66,0,train,4,3,Not Looking
24052,city_21,0.624,Male,Yes,Full time course,Masters,STEM,3,100-500,Pvt Ltd,3,30,0,train,3,3,Not Looking
6526,city_152,0.698,Male,No,Full time course,High School,Unknown,6,Unknown,Unknown,never,33,0,train,6,0,Not Looking
30115,city_21,0.624,Unknown,Yes,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,2,13,1,train,5,2,Looking
29742,city_158,0.7659999999999999,Unknown,Yes,Full time course,Graduate,STEM,5,NA,Pvt Ltd,1,39,0,train,5,1,Not Looking
6022,city_16,0.91,Male,Yes,no_enrollment,Graduate,STEM,>20,NA,Pvt Ltd,>4,60,0,train,21,5,Not Looking
3781,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,50,1,train,6,2,Looking
12522,city_149,0.6890000000000001,Unknown,Yes,no_enrollment,Graduate,STEM,12,NA,Unknown,4,105,0,train,12,4,Not Looking
23413,city_21,0.624,Unknown,No,Full time course,Graduate,STEM,5,Unknown,Unknown,1,110,1,train,5,1,Looking
7454,city_160,0.92,Male,Yes,Full time course,Graduate,STEM,15,50-99,Pvt Ltd,>4,16,0,train,15,5,Not Looking
22075,city_103,0.92,Male,Yes,no_enrollment,Graduate,Humanities,1,Unknown,Unknown,1,8,1,train,1,1,Looking
28988,city_37,0.794,Male,Yes,no_enrollment,Graduate,STEM,5,Unknown,Unknown,1,172,0,train,5,1,Not Looking
19198,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,42,0,train,3,1,Not Looking
32901,city_90,0.698,Male,Yes,Full time course,Masters,STEM,18,50-99,Pvt Ltd,>4,6,0,train,18,5,Not Looking
27377,city_173,0.878,Unknown,No,Part time course,Masters,STEM,>20,500-999,NGO,never,6,0,train,21,0,Not Looking
14318,city_160,0.92,Female,No,Full time course,High School,Unknown,2,Unknown,Unknown,2,19,1,train,2,2,Looking
28771,city_104,0.924,Male,Yes,no_enrollment,Masters,Business Degree,1,100-500,Pvt Ltd,1,144,1,train,1,1,Looking
10957,city_100,0.887,Female,No,Full time course,Masters,STEM,2,Unknown,Public Sector,1,52,1,train,2,1,Looking
27080,city_83,0.923,Unknown,Yes,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,104,0,train,16,5,Not Looking
54,city_73,0.754,Male,Yes,Part time course,Graduate,STEM,8,100-500,NGO,1,34,0,train,8,1,Not Looking
27224,city_173,0.878,Other,Yes,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,9,0,train,21,2,Not Looking
3956,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,1,46,0,train,20,1,Not Looking
13073,city_136,0.897,Male,No,Part time course,Graduate,STEM,4,1000-4999,Unknown,1,37,0,train,4,1,Not Looking
28134,city_10,0.895,Male,Yes,no_enrollment,Graduate,Business Degree,18,500-999,Public Sector,1,20,0,train,18,1,Not Looking
19329,city_114,0.926,Male,No,Full time course,Graduate,STEM,15,Unknown,Unknown,>4,90,0,train,15,5,Not Looking
23028,city_160,0.92,Unknown,Yes,no_enrollment,Masters,STEM,15,<10,Early Stage Startup,1,29,0,train,15,1,Not Looking
9172,city_114,0.926,Male,Yes,no_enrollment,Unknown,Unknown,>20,50-99,Pvt Ltd,3,18,0,train,21,3,Not Looking
28638,city_21,0.624,Unknown,Yes,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,2,6,1,train,3,2,Looking
20156,city_128,0.527,Unknown,Yes,no_enrollment,Graduate,STEM,9,Unknown,Unknown,>4,118,1,train,9,5,Looking
18886,city_21,0.624,Unknown,No,Full time course,High School,Unknown,2,Unknown,Unknown,never,126,0,train,2,0,Not Looking
13390,city_21,0.624,Unknown,Yes,Full time course,Graduate,STEM,3,10000+,Public Sector,Unknown,55,0,train,3,NA,Not Looking
20396,city_115,0.789,Female,Yes,Full time course,Phd,STEM,8,100-500,Pvt Ltd,>4,11,0,train,8,5,Not Looking
21739,city_21,0.624,Unknown,No,Full time course,Graduate,STEM,3,Unknown,Unknown,Unknown,9,1,train,3,NA,Looking
32493,city_103,0.92,Male,No,no_enrollment,Graduate,STEM,2,Unknown,Unknown,1,18,1,train,2,1,Looking
21274,city_103,0.92,Unknown,Yes,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,145,1,train,21,2,Looking
4340,city_16,0.91,Male,Yes,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,4,68,0,train,11,4,Not Looking
3654,city_50,0.8959999999999999,Male,Yes,no_enrollment,High School,Unknown,9,Unknown,Unknown,1,51,0,train,9,1,Not Looking
24627,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,9,Unknown,Unknown,2,82,1,train,9,2,Looking
28894,city_100,0.887,Male,Yes,no_enrollment,Graduate,Humanities,19,50-99,Pvt Ltd,1,128,0,train,19,1,Not Looking
16513,city_103,0.92,Male,No,Unknown,Graduate,STEM,10,Unknown,Unknown,never,10,1,train,10,0,Looking
3645,city_173,0.878,Unknown,No,Full time course,High School,Unknown,5,Unknown,Unknown,never,8,0,train,5,0,Not Looking
12057,city_114,0.926,Male,Yes,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,>4,107,0,train,13,5,Not Looking
19287,city_21,0.624,Unknown,Yes,no_enrollment,Graduate,STEM,5,Unknown,Funded Startup,1,55,1,train,5,1,Looking
22431,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,6,50-99,NGO,>4,6,0,train,6,5,Not Looking
22136,city_71,0.884,Unknown,No,no_enrollment,Graduate,STEM,6,Unknown,Unknown,never,26,1,train,6,0,Looking
17830,city_26,0.698,Male,Yes,no_enrollment,Masters,STEM,3,1000-4999,Pvt Ltd,1,42,0,train,3,1,Not Looking
8581,city_103,0.92,Male,No,no_enrollment,Graduate,No Major,7,Unknown,Unknown,4,24,1,train,7,4,Looking
24479,city_103,0.92,Other,Yes,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,never,142,0,train,16,0,Not Looking
4598,city_41,0.8270000000000001,Male,No,no_enrollment,Graduate,STEM,10,Unknown,Unknown,4,4,0,train,10,4,Not Looking
29216,city_65,0.802,Male,Yes,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,61,0,train,15,5,Not Looking
29755,city_21,0.624,Male,No,Full time course,High School,Unknown,4,Unknown,Unknown,never,16,0,train,4,0,Not Looking
31204,city_16,0.91,Male,No,Part time course,Graduate,STEM,5,NA,Pvt Ltd,1,30,1,train,5,1,Looking
22764,city_30,0.698,Unknown,No,no_enrollment,Graduate,STEM,2,100-500,Public Sector,1,73,1,train,2,1,Looking
27260,city_16,0.91,Male,Yes,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,95,1,train,21,1,Looking
8925,city_98,0.949,Other,Yes,no_enrollment,Graduate,STEM,11,Unknown,Unknown,2,15,1,train,11,2,Looking
24035,city_103,0.92,Male,No,no_enrollment,Primary School,Unknown,9,Unknown,Unknown,never,10,0,train,9,0,Not Looking
25563,city_75,0.939,Other,Yes,no_enrollment,Graduate,STEM,12,Unknown,Unknown,1,69,0,train,12,1,Not Looking
1044,city_67,0.855,Male,Yes,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,42,0,train,21,5,Not Looking
10514,city_21,0.624,Unknown,No,no_enrollment,Unknown,Unknown,1,Unknown,Unknown,1,100,1,train,1,1,Looking
4952,city_16,0.91,Male,No,no_enrollment,Phd,Other,>20,Unknown,Public Sector,2,10,0,train,21,2,Not Looking
32634,city_103,0.92,Unknown,Yes,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,>4,61,0,train,7,5,Not Looking
18900,city_16,0.91,Male,No,Full time course,High School,Unknown,6,Unknown,Unknown,1,11,0,train,6,1,Not Looking
2307,city_105,0.794,Male,Yes,no_enrollment,Masters,STEM,11,Unknown,Unknown,1,18,1,train,11,1,Looking
11407,city_21,0.624,Male,Yes,no_enrollment,Masters,STEM,6,10000+,Public Sector,2,42,1,train,6,2,Looking
28679,city_103,0.92,Male,Yes,no_enrollment,Masters,Arts,>20,Unknown,Unknown,1,36,1,train,21,1,Looking
4347,city_103,0.92,Unknown,No,Full time course,Graduate,STEM,3,Unknown,Unknown,1,109,0,train,3,1,Not Looking
19640,city_21,0.624,Male,Yes,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,55,0,train,21,2,Not Looking
29519,city_67,0.855,Unknown,Yes,Part time course,High School,Unknown,9,Unknown,Unknown,1,77,0,train,9,1,Not Looking
5426,city_45,0.89,Male,No,Full time course,Graduate,STEM,5,Unknown,Unknown,1,35,1,train,5,1,Looking
15583,city_114,0.926,Male,No,Full time course,Graduate,STEM,9,500-999,Public Sector,1,32,0,train,9,1,Not Looking
7604,city_103,0.92,Male,Yes,no_enrollment,Graduate,Humanities,1,100-500,NGO,1,81,0,train,1,1,Not Looking
21994,city_103,0.92,Female,Yes,no_enrollment,Graduate,Humanities,8,50-99,Pvt Ltd,2,81,0,train,8,2,Not Looking
24935,city_21,0.624,Unknown,Yes,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,123,0,train,5,1,Not Looking
9246,city_116,0.743,Male,Yes,Part time course,Graduate,STEM,5,50-99,Unknown,1,72,0,train,5,1,Not Looking
10165,city_103,0.92,Female,Yes,no_enrollment,Graduate,STEM,3,500-999,Funded Startup,2,19,0,train,3,2,Not Looking
10492,city_71,0.884,Unknown,Yes,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,25,0,train,15,5,Not Looking
19683,city_114,0.926,Unknown,Yes,no_enrollment,Graduate,Arts,2,Unknown,Unknown,1,108,0,train,2,1,Not Looking
10061,city_103,0.92,Male,Yes,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,>4,29,0,train,13,5,Not Looking
30302,city_21,0.624,Male,Yes,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,4,163,0,train,6,4,Not Looking
14854,city_136,0.897,Male,Yes,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,1,50,0,train,18,1,Not Looking
13879,city_21,0.624,Unknown,Yes,Full time course,Graduate,STEM,6,Unknown,Unknown,never,16,1,train,6,0,Looking
32869,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,11,1000-4999,Public Sector,>4,92,1,train,11,5,Looking
15719,city_114,0.926,Unknown,Yes,no_enrollment,Masters,STEM,13,Unknown,Unknown,1,135,0,train,13,1,Not Looking
30664,city_136,0.897,Unknown,No,Part time course,Phd,STEM,5,10000+,Public Sector,2,7,1,train,5,2,Looking
14234,city_138,0.836,Male,Yes,no_enrollment,Masters,STEM,19,100-500,NGO,1,14,0,train,19,1,Not Looking
20271,city_99,0.915,Unknown,No,Full time course,High School,Unknown,5,NA,Pvt Ltd,1,72,0,train,5,1,Not Looking
32174,city_104,0.924,Male,Yes,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,1,70,0,train,13,1,Not Looking
32213,city_103,0.92,Male,Yes,no_enrollment,Masters,Business Degree,>20,50-99,Pvt Ltd,1,90,0,train,21,1,Not Looking
13923,city_136,0.897,Male,Yes,no_enrollment,Unknown,Unknown,16,Unknown,Public Sector,3,166,1,train,16,3,Looking
11096,city_102,0.804,Unknown,No,no_enrollment,Primary School,Unknown,2,Unknown,Unknown,never,66,0,train,2,0,Not Looking
26504,city_103,0.92,Male,Yes,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,11,0,train,21,2,Not Looking
16777,city_65,0.802,Male,Yes,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,47,0,train,12,5,Not Looking
29627,city_114,0.926,Male,Yes,no_enrollment,Masters,STEM,15,Unknown,Unknown,2,87,0,train,15,2,Not Looking
13098,city_21,0.624,Male,No,Full time course,High School,Unknown,5,Unknown,Unknown,never,132,1,train,5,0,Looking
9350,city_102,0.804,Unknown,No,no_enrollment,Graduate,STEM,7,Unknown,Unknown,never,33,1,train,7,0,Looking
32206,city_21,0.624,Male,Yes,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,2,43,0,train,2,2,Not Looking
3017,city_104,0.924,Male,No,Full time course,Unknown,Unknown,8,Unknown,Unknown,never,17,1,train,8,0,Looking
13336,city_21,0.624,Unknown,No,Full time course,Primary School,Unknown,2,Unknown,Unknown,Unknown,21,1,train,2,NA,Looking
19623,city_104,0.924,Male,Yes,no_enrollment,Masters,Other,13,50-99,Pvt Ltd,1,196,0,train,13,1,Not Looking
12410,city_159,0.843,Other,No,Full time course,High School,Unknown,1,Unknown,Unknown,never,6,0,train,1,0,Not Looking
18964,city_77,0.83,Male,Yes,no_enrollment,High School,Unknown,6,Unknown,Unknown,2,56,0,train,6,2,Not Looking
